UF,indice_pim_sem_ajuste,indice_pim _com_ajuste_sazonal,Segmentação,mês,ano
Brasil,66.45304,67.50298534,Fabricação de máquinas e equipamentos,6,2020
Brasil,83.55047,79.07600986,Fabricação de máquinas e equipamentos,7,2020
Brasil,89.15794,83.8224497,Fabricação de máquinas e equipamentos,8,2020
Brasil,84.14238,84.3782309,Fabricação de máquinas e equipamentos,9,2018
Brasil,81.03651,84.84952868,Fabricação de máquinas e equipamentos,5,2016
Brasil,99.60557,90.19893484,Fabricação de máquinas e equipamentos,8,2018
Brasil,85.42987,88.04998639,Fabricação de máquinas e equipamentos,6,2018
Brasil,78.91982,80.55681953,Fabricação de máquinas e equipamentos,7,2016
Brasil,88.22526,78.68418565,Fabricação de máquinas e equipamentos,8,2016
Brasil,83.89598,78.98215794,Fabricação de máquinas e equipamentos,9,2016
Brasil,83.47542,77.61540464,Fabricação de máquinas e equipamentos,10,2016
Brasil,84.48627,80.92578558,Fabricação de máquinas e equipamentos,11,2016
Brasil,74.71663,83.40237594,Fabricação de máquinas e equipamentos,12,2016
Brasil,69.48661,79.85247958,Fabricação de máquinas e equipamentos,1,2017
Brasil,80.06444,83.5331768,Fabricação de máquinas e equipamentos,2,2017
Brasil,86.56326,80.34434569,Fabricação de máquinas e equipamentos,3,2017
Brasil,76.62526,83.62824727,Fabricação de máquinas e equipamentos,4,2017
Brasil,85.59612,81.8603068,Fabricação de máquinas e equipamentos,5,2017
Brasil,85.60402,87.72328326,Fabricação de máquinas e equipamentos,6,2017
Brasil,83.20652,84.15108254,Fabricação de máquinas e equipamentos,7,2017
Brasil,89.77294,80.35717769,Fabricação de máquinas e equipamentos,8,2017
Brasil,86.88633,83.1796338,Fabricação de máquinas e equipamentos,9,2017
Brasil,90.35698,83.75576983,Fabricação de máquinas e equipamentos,10,2017
Brasil,86.55503,83.56005265,Fabricação de máquinas e equipamentos,11,2017
Brasil,75.42473,86.92002019,Fabricação de máquinas e equipamentos,12,2017
Brasil,80.90221,87.64091577,Fabricação de máquinas e equipamentos,1,2018
Brasil,81.12746,85.11594248,Fabricação de máquinas e equipamentos,2,2018
Brasil,89.44126,87.99944351,Fabricação de máquinas e equipamentos,3,2018
Brasil,83.36432,85.81222798,Fabricação de máquinas e equipamentos,4,2018
Brasil,81.76846,78.33221941,Fabricação de máquinas e equipamentos,5,2018
Brasil,89.84736,89.06869626,Fabricação de máquinas e equipamentos,7,2018
Brasil,106.23707,96.20597941,Fabricação de máquinas e equipamentos,8,2023
Brasil,122.82197,115.9028913,"Fabricação de veículos automotores, reboques e carrocerias",7,2019
Brasil,113.68107,105.702641,"Fabricação de veículos automotores, reboques e carrocerias",9,2022
Brasil,99.3436,99.710492,"Fabricação de veículos automotores, reboques e carrocerias",7,2022
Brasil,118.99353,118.1330603,"Fabricação de veículos automotores, reboques e carrocerias",4,2019
Brasil,114.91928,115.5542056,"Fabricação de veículos automotores, reboques e carrocerias",9,2019
Brasil,124.25778,112.8465846,"Fabricação de veículos automotores, reboques e carrocerias",8,2019
Brasil,109.19308,115.1728879,"Fabricação de veículos automotores, reboques e carrocerias",6,2019
Brasil,116.74104,104.927474,"Fabricação de veículos automotores, reboques e carrocerias",8,2022
Brasil,128.61057,116.5954093,"Fabricação de veículos automotores, reboques e carrocerias",5,2019
Brasil,91.44496,104.9539639,"Fabricação de veículos automotores, reboques e carrocerias",1,2019
Brasil,103.09869,113.1119644,"Fabricação de veículos automotores, reboques e carrocerias",3,2019
Brasil,93.68938,79.19046799,"Fabricação de veículos automotores, reboques e carrocerias",5,2018
Brasil,80.1898,97.77676789,"Fabricação de veículos automotores, reboques e carrocerias",1,2023
Brasil,119.00865,121.5114371,"Fabricação de veículos automotores, reboques e carrocerias",6,2018
Brasil,89.87175,102.3023907,"Fabricação de veículos automotores, reboques e carrocerias",12,2022
Brasil,119.18263,114.7704577,"Fabricação de veículos automotores, reboques e carrocerias",7,2018
Brasil,131.29172,119.3151089,"Fabricação de veículos automotores, reboques e carrocerias",8,2018
Brasil,107.50146,109.5393126,"Fabricação de veículos automotores, reboques e carrocerias",9,2018
Brasil,123.18809,112.9683953,"Fabricação de veículos automotores, reboques e carrocerias",10,2018
Brasil,112.24975,107.8575504,"Fabricação de veículos automotores, reboques e carrocerias",11,2018
Brasil,81.51677,104.5445448,"Fabricação de veículos automotores, reboques e carrocerias",12,2018
Brasil,110.58016,105.0389929,"Fabricação de veículos automotores, reboques e carrocerias",11,2022
Brasil,114.60502,108.6039629,"Fabricação de veículos automotores, reboques e carrocerias",2,2019
Brasil,102.80888,99.39444935,"Fabricação de veículos automotores, reboques e carrocerias",10,2022
Brasil,128.28983,116.6507754,"Fabricação de veículos automotores, reboques e carrocerias",10,2019
Brasil,101.45514,95.69020433,"Fabricação de veículos automotores, reboques e carrocerias",5,2022
Brasil,109.77736,109.9345226,"Fabricação de veículos automotores, reboques e carrocerias",11,2020
Brasil,88.83741,101.4236989,"Fabricação de veículos automotores, reboques e carrocerias",12,2021
Brasil,96.61987,108.7674514,"Fabricação de veículos automotores, reboques e carrocerias",12,2020
Brasil,95.52522,116.2535725,"Fabricação de veículos automotores, reboques e carrocerias",1,2021
Brasil,96.59856,90.81995129,"Fabricação de veículos automotores, reboques e carrocerias",11,2021
Brasil,96.55998,104.6375694,"Fabricação de veículos automotores, reboques e carrocerias",2,2021
Brasil,110.21016,101.4904063,"Fabricação de veículos automotores, reboques e carrocerias",10,2020
Brasil,103.27929,93.89808269,"Fabricação de veículos automotores, reboques e carrocerias",3,2021
Brasil,103.76656,99.65350554,"Fabricação de veículos automotores, reboques e carrocerias",5,2021
Brasil,93.84251,90.47068212,"Fabricação de veículos automotores, reboques e carrocerias",10,2021
Brasil,97.12716,97.550881,"Fabricação de veículos automotores, reboques e carrocerias",6,2021
Brasil,100.51319,95.59498715,"Fabricação de veículos automotores, reboques e carrocerias",7,2021
Brasil,97.962,89.35165255,"Fabricação de veículos automotores, reboques e carrocerias",8,2021
Brasil,93.52197,86.99687535,"Fabricação de veículos automotores, reboques e carrocerias",9,2021
Brasil,97.5843,98.04068514,"Fabricação de veículos automotores, reboques e carrocerias",4,2021
Brasil,99.37992,100.2879693,"Fabricação de veículos automotores, reboques e carrocerias",6,2022
Brasil,102.39078,96.72903016,"Fabricação de veículos automotores, reboques e carrocerias",9,2020
Brasil,78.26064,98.92564587,"Fabricação de veículos automotores, reboques e carrocerias",1,2022
Brasil,109.6512,107.2085309,"Fabricação de veículos automotores, reboques e carrocerias",11,2019
Brasil,79.29805,98.1840214,"Fabricação de veículos automotores, reboques e carrocerias",12,2019
Brasil,91.02429,106.5552208,"Fabricação de veículos automotores, reboques e carrocerias",1,2020
Brasil,104.08593,109.2262182,"Fabricação de veículos automotores, reboques e carrocerias",2,2020
Brasil,86.425,79.54949208,"Fabricação de veículos automotores, reboques e carrocerias",3,2020
Brasil,9.39419,9.389310484,"Fabricação de veículos automotores, reboques e carrocerias",4,2020
Brasil,33.39736,27.84596995,"Fabricação de veículos automotores, reboques e carrocerias",5,2020
Brasil,53.80113,53.79599978,"Fabricação de veículos automotores, reboques e carrocerias",6,2020
Brasil,80.60051,74.63027406,"Fabricação de veículos automotores, reboques e carrocerias",7,2020
Brasil,104.19834,93.45798401,"Fabricação de veículos automotores, reboques e carrocerias",3,2022
Brasil,92.61066,86.59151437,"Fabricação de veículos automotores, reboques e carrocerias",8,2020
Brasil,91.96582,100.0525976,"Fabricação de veículos automotores, reboques e carrocerias",2,2022
Brasil,91.71367,95.43551209,"Fabricação de veículos automotores, reboques e carrocerias",4,2022
Brasil,117.12183,115.3598608,"Fabricação de veículos automotores, reboques e carrocerias",4,2018
Brasil,98.34234,108.2468991,"Fabricação de veículos automotores, reboques e carrocerias",2,2018
Brasil,159.4249,165.1463916,"Fabricação de veículos automotores, reboques e carrocerias",9,2013
Brasil,164.47652,151.5396055,"Fabricação de veículos automotores, reboques e carrocerias",10,2013
Brasil,147.1181,145.5230454,"Fabricação de veículos automotores, reboques e carrocerias",11,2013
Brasil,102.78202,127.7584033,"Fabricação de veículos automotores, reboques e carrocerias",12,2013
Brasil,126.12816,139.2927134,"Fabricação de veículos automotores, reboques e carrocerias",1,2014
Brasil,144.76392,143.4062004,"Fabricação de veículos automotores, reboques e carrocerias",2,2014
Brasil,136.72061,135.759075,"Fabricação de veículos automotores, reboques e carrocerias",3,2014
Brasil,133.98463,131.2931009,"Fabricação de veículos automotores, reboques e carrocerias",4,2014
Brasil,133.25308,124.5043772,"Fabricação de veículos automotores, reboques e carrocerias",5,2014
Brasil,101.82421,108.2532414,"Fabricação de veículos automotores, reboques e carrocerias",6,2014
Brasil,125.01451,117.0951809,"Fabricação de veículos automotores, reboques e carrocerias",7,2014
Brasil,129.05795,121.3432323,"Fabricação de veículos automotores, reboques e carrocerias",8,2014
Brasil,139.05077,138.2135618,"Fabricação de veículos automotores, reboques e carrocerias",9,2014
Brasil,141.25427,129.8989811,"Fabricação de veículos automotores, reboques e carrocerias",10,2014
Brasil,126.38273,127.213777,"Fabricação de veículos automotores, reboques e carrocerias",11,2014
Brasil,90.67936,111.934442,"Fabricação de veículos automotores, reboques e carrocerias",12,2014
Brasil,169.96932,155.8587134,"Fabricação de veículos automotores, reboques e carrocerias",8,2013
Brasil,160.52079,154.1863562,"Fabricação de veículos automotores, reboques e carrocerias",7,2013
Brasil,159.09497,163.0859223,"Fabricação de veículos automotores, reboques e carrocerias",6,2013
Brasil,102.26335,120.1168133,"Fabricação de veículos automotores, reboques e carrocerias",1,2012
Brasil,120.1718,128.4285191,"Fabricação de veículos automotores, reboques e carrocerias",2,2012
Brasil,157.14247,137.7928546,"Fabricação de veículos automotores, reboques e carrocerias",3,2012
Brasil,133.98541,135.4295524,"Fabricação de veículos automotores, reboques e carrocerias",4,2012
Brasil,144.45494,132.4742436,"Fabricação de veículos automotores, reboques e carrocerias",5,2012
Brasil,131.97301,133.7504176,"Fabricação de veículos automotores, reboques e carrocerias",6,2012
Brasil,148.92853,145.437486,"Fabricação de veículos automotores, reboques e carrocerias",7,2012
Brasil,102.79266,116.0653776,"Fabricação de veículos automotores, reboques e carrocerias",1,2015
Brasil,162.63717,146.8094406,"Fabricação de veículos automotores, reboques e carrocerias",8,2012
Brasil,160.71699,150.6575749,"Fabricação de veículos automotores, reboques e carrocerias",10,2012
Brasil,150.22401,147.3298314,"Fabricação de veículos automotores, reboques e carrocerias",11,2012
Brasil,122.53855,150.1181558,"Fabricação de veículos automotores, reboques e carrocerias",12,2012
Brasil,145.0682,157.2716298,"Fabricação de veículos automotores, reboques e carrocerias",1,2013
Brasil,130.27257,141.3562265,"Fabricação de veículos automotores, reboques e carrocerias",2,2013
Brasil,159.41768,151.7569201,"Fabricação de veículos automotores, reboques e carrocerias",3,2013
Brasil,170.95903,160.6279821,"Fabricação de veículos automotores, reboques e carrocerias",4,2013
Brasil,166.58707,160.0710823,"Fabricação de veículos automotores, reboques e carrocerias",5,2013
Brasil,140.07279,147.1761709,"Fabricação de veículos automotores, reboques e carrocerias",9,2012
Brasil,118.89856,114.0637694,"Fabricação de veículos automotores, reboques e carrocerias",3,2018
Brasil,119.30652,105.7834386,"Fabricação de veículos automotores, reboques e carrocerias",3,2015
Brasil,91.8943,86.22145941,"Fabricação de veículos automotores, reboques e carrocerias",11,2016
Brasil,73.68892,94.14259692,"Fabricação de veículos automotores, reboques e carrocerias",12,2016
Brasil,74.39126,91.45510972,"Fabricação de veículos automotores, reboques e carrocerias",1,2017
Brasil,83.97396,93.98744994,"Fabricação de veículos automotores, reboques e carrocerias",2,2017
Brasil,100.593,87.23922611,"Fabricação de veículos automotores, reboques e carrocerias",3,2017
Brasil,82.21953,87.91679735,"Fabricação de veículos automotores, reboques e carrocerias",4,2017
Brasil,106.35596,94.08294983,"Fabricação de veículos automotores, reboques e carrocerias",5,2017
Brasil,93.73753,94.09082277,"Fabricação de veículos automotores, reboques e carrocerias",6,2017
Brasil,86.84263,95.36531468,"Fabricação de veículos automotores, reboques e carrocerias",2,2023
Brasil,97.48177,95.9641893,"Fabricação de veículos automotores, reboques e carrocerias",7,2017
Brasil,113.80741,99.74219597,"Fabricação de veículos automotores, reboques e carrocerias",8,2017
Brasil,103.67554,102.9462595,"Fabricação de veículos automotores, reboques e carrocerias",9,2017
Brasil,109.49423,101.9861858,"Fabricação de veículos automotores, reboques e carrocerias",10,2017
Brasil,109.11141,104.4006377,"Fabricação de veículos automotores, reboques e carrocerias",11,2017
Brasil,92.55962,116.8359153,"Fabricação de veículos automotores, reboques e carrocerias",12,2017
Brasil,94.46156,109.2299792,"Fabricação de veículos automotores, reboques e carrocerias",1,2018
Brasil,85.8237,80.55289762,"Fabricação de veículos automotores, reboques e carrocerias",10,2016
Brasil,85.70441,83.33240156,"Fabricação de veículos automotores, reboques e carrocerias",9,2016
Brasil,102.93962,102.0161259,"Fabricação de veículos automotores, reboques e carrocerias",4,2015
Brasil,99.7437,95.32600356,"Fabricação de veículos automotores, reboques e carrocerias",5,2015
Brasil,91.26001,92.0710731,"Fabricação de veículos automotores, reboques e carrocerias",6,2015
Brasil,100.17239,94.11787599,"Fabricação de veículos automotores, reboques e carrocerias",7,2015
Brasil,95.24791,88.73044508,"Fabricação de veículos automotores, reboques e carrocerias",8,2015
Brasil,84.3684,82.56418902,"Fabricação de veículos automotores, reboques e carrocerias",9,2015
Brasil,92.1073,81.07174459,"Fabricação de veículos automotores, reboques e carrocerias",10,2015
Brasil,100.57781,110.3472341,"Fabricação de veículos automotores, reboques e carrocerias",2,2015
Brasil,82.13856,81.52299519,"Fabricação de veículos automotores, reboques e carrocerias",11,2015
Brasil,62.43509,81.50620333,"Fabricação de veículos automotores, reboques e carrocerias",12,2015
Brasil,70.59813,89.18910102,"Fabricação de veículos automotores, reboques e carrocerias",1,2016
Brasil,70.55385,76.28353646,"Fabricação de veículos automotores, reboques e carrocerias",2,2016
Brasil,90.58972,80.63801455,"Fabricação de veículos automotores, reboques e carrocerias",3,2016
Brasil,81.24866,76.76337401,"Fabricação de veículos automotores, reboques e carrocerias",4,2016
Brasil,83.26787,83.09403386,"Fabricação de veículos automotores, reboques e carrocerias",5,2016
Brasil,87.84063,80.63193888,"Fabricação de veículos automotores, reboques e carrocerias",6,2016
Brasil,86.49188,85.387182,"Fabricação de veículos automotores, reboques e carrocerias",7,2016
Brasil,88.34822,75.97215688,"Fabricação de veículos automotores, reboques e carrocerias",8,2016
Brasil,109.22106,106.876854,"Fabricação de veículos automotores, reboques e carrocerias",11,2024
Brasil,124.98996,112.5439108,"Fabricação de veículos automotores, reboques e carrocerias",10,2024
Brasil,115.57512,111.0959585,"Fabricação de veículos automotores, reboques e carrocerias",9,2024
Brasil,117.91757,105.9617562,"Fabricação de veículos automotores, reboques e carrocerias",8,2024
Brasil,113.12091,107.84369,"Fabricação de veículos automotores, reboques e carrocerias",7,2024
Brasil,112.55848,107.3262145,"Fabricação de veículos automotores, reboques e carrocerias",4,2024
Brasil,98.04415,93.96705914,"Fabricação de veículos automotores, reboques e carrocerias",5,2024
Brasil,100.43804,104.0191794,"Fabricação de veículos automotores, reboques e carrocerias",6,2024
Brasil,109.63025,103.8889927,"Fabricação de veículos automotores, reboques e carrocerias",5,2025
Brasil,100.52297,106.3462402,"Fabricação de veículos automotores, reboques e carrocerias",6,2025
Brasil,115.33119,108.1893657,"Fabricação de veículos automotores, reboques e carrocerias",8,2025
Brasil,113.69872,106.5509076,"Fabricação de veículos automotores, reboques e carrocerias",7,2025
Brasil,108.31674,109.1864371,"Fabricação de veículos automotores, reboques e carrocerias",4,2025
Brasil,89.07978,104.5949396,"Fabricação de veículos automotores, reboques e carrocerias",12,2024
Brasil,90.05971,105.3939289,"Fabricação de veículos automotores, reboques e carrocerias",1,2025
Brasil,106.06019,104.9447217,"Fabricação de veículos automotores, reboques e carrocerias",2,2025
Brasil,100.55015,107.8579641,"Fabricação de veículos automotores, reboques e carrocerias",3,2025
Brasil,96.67072,89.97113152,"Fabricação de veículos automotores, reboques e carrocerias",9,2023
Brasil,95.8679,89.07232333,"Fabricação de veículos automotores, reboques e carrocerias",10,2023
Brasil,104.75965,90.68944239,"Fabricação de veículos automotores, reboques e carrocerias",8,2023
Brasil,89.17114,89.91977263,"Fabricação de veículos automotores, reboques e carrocerias",7,2023
Brasil,85.53866,93.18223486,"Fabricação de veículos automotores, reboques e carrocerias",4,2023
Brasil,104.54321,96.83607931,"Fabricação de veículos automotores, reboques e carrocerias",5,2023
Brasil,93.87477,94.43295004,"Fabricação de veículos automotores, reboques e carrocerias",6,2023
Brasil,95.02901,98.77367475,"Fabricação de veículos automotores, reboques e carrocerias",2,2024
Brasil,80.1403,94.83293521,"Fabricação de veículos automotores, reboques e carrocerias",1,2024
Brasil,79.71235,97.3779923,"Fabricação de veículos automotores, reboques e carrocerias",12,2023
Brasil,104.01888,95.19516894,"Fabricação de veículos automotores, reboques e carrocerias",3,2023
Brasil,94.138,89.18628142,"Fabricação de veículos automotores, reboques e carrocerias",11,2023
Brasil,97.51153,100.3026441,"Fabricação de veículos automotores, reboques e carrocerias",3,2024
Brasil,166.90742,168.7682307,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",4,2015
Brasil,133.61977,143.2225222,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,2016
Brasil,188.65644,178.3576209,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,2015
Brasil,113.77195,144.9728477,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",12,2015
Brasil,156.24136,138.2167365,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2016
Brasil,170.69701,180.5030713,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,2015
Brasil,135.76918,145.3776257,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",1,2016
Brasil,134.08064,137.3826881,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2016
Brasil,150.12923,152.0887589,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",11,2015
Brasil,180.87415,169.0593489,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",9,2015
Brasil,177.87388,167.1705359,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2015
Brasil,151.67135,140.8582655,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,2016
Brasil,127.35688,128.9075466,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",4,2016
Brasil,168.00894,164.0803227,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2015
Brasil,145.59456,144.4388657,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,2016
Brasil,174.16102,171.7939548,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2015
Brasil,174.99267,171.4513967,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,2015
Brasil,147.71746,139.6546024,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2016
Brasil,168.96886,159.4162227,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",10,2015
Brasil,112.31268,103.4977156,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,2023
Brasil,176.07723,181.7544205,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",1,2015
Brasil,179.59436,175.1156443,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",11,2012
Brasil,129.36831,168.0300828,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",12,2012
Brasil,173.10961,172.3248089,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",1,2013
Brasil,165.85785,176.6048162,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,2013
Brasil,183.99604,181.5219987,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,2013
Brasil,196.82445,195.1672749,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",4,2013
Brasil,190.57968,183.5374789,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,2013
Brasil,184.05774,187.3678144,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2013
Brasil,184.36612,172.0307347,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",10,2012
Brasil,191.43709,187.3417214,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",9,2012
Brasil,188.09243,189.6852397,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",1,2012
Brasil,182.21361,193.2718583,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,2012
Brasil,202.41573,193.4302472,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,2012
Brasil,178.49438,184.8823686,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",4,2012
Brasil,196.52306,185.3458206,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,2012
Brasil,185.78608,190.5614223,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2012
Brasil,150.22315,148.7909257,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2012
Brasil,213.70541,196.8994634,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2012
Brasil,194.48987,187.6124883,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,2014
Brasil,150.77874,152.9558731,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2014
Brasil,199.01391,192.9992966,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2014
Brasil,193.23788,182.0513138,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2014
Brasil,190.03503,178.6864068,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",9,2014
Brasil,202.04275,189.5464889,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",10,2014
Brasil,189.30133,192.5933343,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",11,2014
Brasil,145.22107,179.2166573,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",12,2014
Brasil,176.57262,172.2085886,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2013
Brasil,194.92597,196.4005834,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",4,2014
Brasil,199.93673,185.2786713,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2013
Brasil,201.14432,194.6514693,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",9,2013
Brasil,213.94459,199.5617847,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",10,2013
Brasil,198.18476,198.2047132,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",11,2013
Brasil,138.54459,174.7028223,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",12,2013
Brasil,187.32703,189.5565499,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",1,2014
Brasil,186.87041,187.8132713,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,2014
Brasil,183.6892,187.1404593,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,2014
Brasil,140.55606,129.9244842,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",9,2016
Brasil,108.31733,113.9877103,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2024
Brasil,69.22845,89.63816545,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",12,2020
Brasil,63.84497,73.07444815,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",1,2021
Brasil,124.75213,118.0438653,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,2024
Brasil,66.98906,74.27662067,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,2021
Brasil,104.06034,96.26144388,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,2021
Brasil,124.68223,119.299019,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",4,2024
Brasil,98.72676,99.05212846,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",4,2021
Brasil,96.22617,95.39123563,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,2021
Brasil,120.92282,120.8966512,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,2024
Brasil,100.56256,97.65780363,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2021
Brasil,90.46245,90.94081769,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",11,2020
Brasil,86.30396,78.67685054,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",10,2020
Brasil,90.31479,114.3245061,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",12,2024
Brasil,86.67541,96.77420427,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,2020
Brasil,89.59924,83.58862335,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,2020
Brasil,118.08617,120.0137884,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",11,2024
Brasil,20.76339,20.76097412,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",4,2020
Brasil,123.06656,114.3821523,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",10,2024
Brasil,111.77552,115.896831,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,2024
Brasil,32.96426,31.83865296,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,2020
Brasil,119.51955,115.5325142,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",9,2024
Brasil,73.2709,70.53584146,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2020
Brasil,87.85125,87.24704851,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2020
Brasil,141.19792,128.6734604,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2024
Brasil,88.1074,78.75395324,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2020
Brasil,122.36741,119.8093614,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2024
Brasil,91.67826,82.60969167,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",9,2020
Brasil,88.23832,89.51417723,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2021
Brasil,102.38737,89.14964276,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2021
Brasil,94.59666,98.74016234,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2022
Brasil,103.98443,108.3964258,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,2023
Brasil,113.35529,98.15245001,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2022
Brasil,98.65634,99.10069225,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2023
Brasil,113.7518,105.8150906,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",9,2022
Brasil,98.06171,97.20592576,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,2022
Brasil,114.42999,105.5596788,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",5,2023
Brasil,108.88563,105.1512606,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",11,2022
Brasil,95.41135,100.8365034,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",4,2023
Brasil,83.45886,107.6565117,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",12,2022
Brasil,105.77534,110.6475733,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",1,2023
Brasil,101.8556,107.8522064,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,2023
Brasil,112.04038,110.9855452,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",10,2022
Brasil,101.35857,104.9309259,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",1,2020
Brasil,122.21151,105.3925696,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,2023
Brasil,110.82887,113.5150282,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",1,2024
Brasil,92.14172,84.01513974,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",9,2021
Brasil,92.32417,120.1350908,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",12,2023
Brasil,90.64817,87.63961687,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",10,2021
