UF,indice_pim_sem_ajuste,indice_pim _com_ajuste_sazonal,Segmentação,mês,ano
Brasil,111.16601,105.9742677,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2014
Brasil,105.60228,97.56003568,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2020
Brasil,89.51497,91.10050142,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2019
Brasil,89.76599,95.8020021,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2019
Brasil,93.92328,89.03081109,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2016
Brasil,83.26168,106.2806025,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2025
Brasil,104.50506,96.66354363,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2020
Brasil,77.85147,86.5890705,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,2018
Brasil,88.81802,93.40713107,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,2012
Brasil,92.02545,105.8551892,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2025
Brasil,99.46902,93.61278168,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2018
Brasil,80.15143,99.40816096,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2021
Brasil,100.4909,96.44244822,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2012
Brasil,85.5523,97.56664594,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2023
Brasil,88.46935,99.61748743,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2020
Brasil,97.9222,91.17793875,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2019
Brasil,87.67653,105.7896042,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2014
Brasil,105.98279,98.04531334,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2022
Brasil,108.73006,103.4415774,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2015
Brasil,94.96395,107.2313569,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,2025
Brasil,122.47468,112.146732,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2024
Brasil,114.53104,106.9748784,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2014
Brasil,80.57914,86.06086466,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2016
Brasil,119.80254,109.8018731,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2024
Brasil,104.43295,105.1865615,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2024
Brasil,97.47507,90.2062095,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2019
Brasil,84.09715,98.30250468,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2016
Brasil,79.08293,99.62719148,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2023
Brasil,84.87294,95.31357362,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2021
Brasil,85.97166,87.24090121,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2016
Brasil,119.29251,107.9655917,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",8,2014
Brasil,98.64032,89.09512716,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",8,2016
Brasil,97.81892,105.0373457,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,2024
Brasil,116.86033,106.766777,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2023
Brasil,81.00886,86.73713695,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2018
Brasil,81.98964,98.82195174,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2015
Brasil,78.47625,98.10476753,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2022
Brasil,97.53611,90.76422945,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2017
Brasil,114.32284,104.6026617,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",8,2013
Brasil,80.40535,85.69603866,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2017
Brasil,118.1528,107.6172143,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2023
Brasil,96.88582,89.59667448,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2020
Brasil,104.56734,101.2683024,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2013
Brasil,77.24737,86.93559889,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2019
Brasil,107.76436,110.2159267,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2023
Brasil,100.01638,109.1474391,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2013
Brasil,88.10364,90.63383469,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,2018
Brasil,110.34923,104.3556097,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2022
Brasil,104.64174,99.04404772,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2012
Brasil,87.52909,99.26824966,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2022
Brasil,95.01779,86.35389001,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",8,2017
Brasil,106.35599,99.75666613,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2025
Brasil,117.84134,108.9449554,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2023
Brasil,106.92634,101.2106371,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2015
Brasil,114.96075,108.1183138,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2023
Brasil,94.51077,101.8749854,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,2022
Brasil,113.88118,104.9097656,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,2013
Brasil,123.13718,107.9957529,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,2023
Brasil,86.94848,89.6695557,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2017
Brasil,99.72996,101.4826248,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2012
Brasil,94.31389,100.459994,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,2015
Brasil,76.2739,81.93291373,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,2020
Brasil,114.82257,101.3632488,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,2025
Brasil,110.05447,101.9199764,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2022
Brasil,94.47411,86.34798631,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2018
Brasil,94.48468,89.42478795,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2016
Brasil,99.77079,100.4207365,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2012
Brasil,89.51321,96.79133807,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2012
Brasil,92.45721,98.68981915,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2022
Brasil,80.35015,91.84968939,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,2022
Brasil,84.80147,87.38177906,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2018
Brasil,123.27742,108.5530499,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",8,2023
Brasil,92.50637,86.21115941,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2018
Brasil,97.54108,89.53901952,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2017
Brasil,115.04825,110.8530775,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2014
Brasil,92.80415,98.82044524,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2021
Brasil,87.84842,98.43080531,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,2020
Brasil,90.55154,85.55294209,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2017
Brasil,100.66918,93.83985388,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2021
Brasil,116.72926,108.3078054,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,2014
Brasil,81.45574,88.64706629,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,2019
Brasil,108.17711,101.4584744,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2025
Brasil,85.52241,105.3320378,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2024
Brasil,106.94231,101.3206738,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2013
Brasil,76.46695,85.0316981,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2018
Brasil,121.7617,106.5786668,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,2022
Brasil,98.57492,93.43888822,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2018
Brasil,108.64585,108.6750482,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2013
Brasil,108.2479,103.5243725,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2014
Brasil,94.43799,95.95864298,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2015
Brasil,86.79149,98.02174089,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2012
Brasil,103.72967,91.25581191,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",8,2021
Brasil,97.01611,105.6614869,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,2023
Brasil,108.38944,99.51619335,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",8,2012
Brasil,100.91891,104.7878879,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2014
Brasil,90.91395,104.5037514,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,2024
Brasil,84.44715,88.65125479,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,2019
Brasil,97.15264,100.7401239,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,2015
Brasil,106.11939,97.32116016,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2021
Brasil,88.94237,97.12802176,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,2016
Brasil,95.62927,96.34130868,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,2016
Brasil,117.36005,102.145733,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",8,2025
Brasil,95.68598,87.05000277,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,2017
Brasil,99.6037,105.7594672,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2023
Brasil,94.9076,91.45118248,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2016
Brasil,95.40126,97.15343977,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2021
Brasil,98.11262,88.31039081,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",8,2018
Brasil,94.51182,88.97897873,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2020
Brasil,89.60951,85.14612665,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2017
Brasil,96.6457,97.89609624,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2022
Brasil,74.62814,92.204344,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2019
Brasil,104.85542,101.244864,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2012
Brasil,103.43026,99.57872727,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2013
Brasil,108.31019,100.3751264,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2015
Brasil,93.41215,106.5484585,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2024
Brasil,90.69422,100.2323932,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2015
Brasil,109.90536,98.77114813,Fabricação de produtos químicos,8,2025
Brasil,108.82754,97.21993606,Fabricação de produtos químicos,8,2017
Brasil,92.59914,101.8520467,Fabricação de produtos químicos,4,2014
Brasil,100.38794,96.01684372,Fabricação de produtos químicos,7,2017
Brasil,112.48512,100.2751881,Fabricação de produtos químicos,8,2024
Brasil,103.29515,100.0700049,Fabricação de produtos químicos,11,2020
Brasil,107.03788,95.83853309,Fabricação de produtos químicos,10,2015
Brasil,95.42318,96.72528145,Fabricação de produtos químicos,6,2017
Brasil,98.68689,105.0043397,Fabricação de produtos químicos,3,2013
Brasil,105.7512,96.11207274,Fabricação de produtos químicos,9,2023
Brasil,94.91333,96.41607617,Fabricação de produtos químicos,5,2017
Brasil,95.00457,100.3008317,Fabricação de produtos químicos,12,2020
Brasil,92.60075,104.8782503,Fabricação de produtos químicos,4,2022
Brasil,96.84286,102.5445973,Fabricação de produtos químicos,3,2014
Brasil,97.93755,93.57490309,Fabricação de produtos químicos,11,2015
Brasil,82.82758,95.86656064,Fabricação de produtos químicos,4,2017
Brasil,106.76704,99.05400321,Fabricação de produtos químicos,7,2024
Brasil,96.50402,102.2975356,Fabricação de produtos químicos,1,2021
Brasil,99.98954,106.6928097,Fabricação de produtos químicos,4,2013
Brasil,96.60427,97.6636551,Fabricação de produtos químicos,6,2024
Brasil,92.709,96.71889209,Fabricação de produtos químicos,3,2017
Brasil,97.93501,101.9841639,Fabricação de produtos químicos,5,2022
Brasil,93.64848,104.796273,Fabricação de produtos químicos,2,2013
Brasil,106.63664,95.02023108,Fabricação de produtos químicos,10,2020
Brasil,106.37936,96.32479435,Fabricação de produtos químicos,9,2015
Brasil,93.41114,96.24337603,Fabricação de produtos químicos,1,2018
Brasil,91.59515,92.16252163,Fabricação de produtos químicos,6,2020
Brasil,103.29315,98.68362919,Fabricação de produtos químicos,11,2024
Brasil,94.69901,102.0279436,Fabricação de produtos químicos,12,2017
Brasil,104.24733,99.67924524,Fabricação de produtos químicos,7,2022
Brasil,100.75595,103.1106308,Fabricação de produtos químicos,5,2014
Brasil,105.98826,100.740244,Fabricação de produtos químicos,11,2017
Brasil,105.95296,99.28688368,Fabricação de produtos químicos,7,2020
Brasil,93.1545,101.2985299,Fabricação de produtos químicos,12,2012
Brasil,93.12869,103.1184536,Fabricação de produtos químicos,2,2021
Brasil,109.11402,97.92563618,Fabricação de produtos químicos,10,2017
Brasil,114.45515,100.8442975,Fabricação de produtos químicos,10,2024
Brasil,107.48512,97.70062516,Fabricação de produtos químicos,8,2020
Brasil,104.3659,95.86229669,Fabricação de produtos químicos,8,2015
Brasil,108.20848,98.30071959,Fabricação de produtos químicos,9,2020
Brasil,104.23362,103.9629203,Fabricação de produtos químicos,6,2022
Brasil,104.61182,96.12045651,Fabricação de produtos químicos,9,2017
Brasil,107.84594,97.97538051,Fabricação de produtos químicos,9,2024
Brasil,100.58533,103.036285,Fabricação de produtos químicos,1,2013
Brasil,106.53523,93.17905911,Fabricação de produtos químicos,8,2023
Brasil,88.98354,93.58697048,Fabricação de produtos químicos,12,2015
Brasil,103.6311,105.7143936,Fabricação de produtos químicos,5,2013
Brasil,101.42556,95.7039835,Fabricação de produtos químicos,11,2023
Brasil,82.56642,92.36256798,Fabricação de produtos químicos,3,2024
Brasil,115.23387,107.1610776,Fabricação de produtos químicos,9,2013
Brasil,106.20689,96.68099048,Fabricação de produtos químicos,9,2016
Brasil,90.86195,95.7704197,Fabricação de produtos químicos,3,2016
Brasil,104.9289,93.89277134,Fabricação de produtos químicos,8,2021
Brasil,98.31421,105.1464928,Fabricação de produtos químicos,12,2013
Brasil,106.26357,95.29784401,Fabricação de produtos químicos,8,2016
Brasil,93.08169,99.19686371,Fabricação de produtos químicos,12,2021
Brasil,101.08466,97.39526406,Fabricação de produtos químicos,7,2016
Brasil,92.35471,98.04186892,Fabricação de produtos químicos,1,2022
Brasil,118.8793,106.0233806,Fabricação de produtos químicos,10,2013
Brasil,106.14321,95.8696973,Fabricação de produtos químicos,9,2021
Brasil,84.90916,93.0604004,Fabricação de produtos químicos,2,2024
Brasil,82.20973,90.88521039,Fabricação de produtos químicos,12,2023
Brasil,84.17956,94.34168153,Fabricação de produtos químicos,4,2016
Brasil,99.99982,99.42048932,Fabricação de produtos químicos,6,2016
Brasil,109.69134,99.45564627,Fabricação de produtos químicos,10,2021
Brasil,91.77592,95.61740821,Fabricação de produtos químicos,1,2024
Brasil,102.49839,97.70493153,Fabricação de produtos químicos,11,2021
Brasil,93.81518,97.86757146,Fabricação de produtos químicos,5,2016
Brasil,101.91903,96.50957366,Fabricação de produtos químicos,7,2015
Brasil,105.64315,99.86201797,Fabricação de produtos químicos,7,2021
Brasil,83.52931,94.77193625,Fabricação de produtos químicos,2,2017
Brasil,94.20413,99.03847544,Fabricação de produtos químicos,3,2021
Brasil,99.9377,104.6417028,Fabricação de produtos químicos,3,2022
Brasil,93.81685,104.2422331,Fabricação de produtos químicos,2,2014
Brasil,87.446,92.02198601,Fabricação de produtos químicos,5,2024
Brasil,106.64804,102.6290948,Fabricação de produtos químicos,11,2014
Brasil,86.66024,97.67098742,Fabricação de produtos químicos,4,2021
Brasil,89.97579,95.22235107,Fabricação de produtos químicos,1,2016
Brasil,103.72697,107.3524628,Fabricação de produtos químicos,6,2013
Brasil,104.97366,94.83755159,Fabricação de produtos químicos,10,2016
Brasil,105.84561,94.04035924,Fabricação de produtos químicos,10,2023
Brasil,96.26421,100.98071,Fabricação de produtos químicos,5,2021
Brasil,85.26264,95.1713309,Fabricação de produtos químicos,4,2024
Brasil,90.96279,96.84472866,Fabricação de produtos químicos,12,2016
Brasil,109.91332,105.5003554,Fabricação de produtos químicos,7,2013
Brasil,90.83534,101.0570917,Fabricação de produtos químicos,2,2022
Brasil,87.52432,96.38784194,Fabricação de produtos químicos,2,2016
Brasil,102.16682,105.1485889,Fabricação de produtos químicos,1,2014
Brasil,98.22753,92.58845144,Fabricação de produtos químicos,11,2016
Brasil,98.5298,98.53617237,Fabricação de produtos químicos,6,2021
Brasil,115.66772,106.2526382,Fabricação de produtos químicos,8,2013
Brasil,91.98659,96.095324,Fabricação de produtos químicos,1,2017
Brasil,108.51735,102.8155523,Fabricação de produtos químicos,11,2012
Brasil,112.16442,107.2465901,Fabricação de produtos químicos,11,2013
Brasil,105.75088,98.28156943,Fabricação de produtos químicos,9,2018
Brasil,91.41152,100.5176761,Fabricação de produtos químicos,4,2012
Brasil,105.53939,99.96845945,Fabricação de produtos químicos,7,2018
Brasil,88.77787,98.92403801,Fabricação de produtos químicos,4,2015
Brasil,114.3996,102.2670413,Fabricação de produtos químicos,10,2014
Brasil,89.85807,97.02936248,Fabricação de produtos químicos,12,2022
Brasil,103.66887,100.8245065,Fabricação de produtos químicos,7,2012
Brasil,103.69049,95.6576195,Fabricação de produtos químicos,9,2019
Brasil,92.67129,97.98391084,Fabricação de produtos químicos,5,2025
Brasil,94.80916,96.95994949,Fabricação de produtos químicos,6,2018
Brasil,109.08643,103.874357,Fabricação de produtos químicos,7,2014
Brasil,92.06205,95.45584599,Fabricação de produtos químicos,1,2020
Brasil,87.07718,96.14465201,Fabricação de produtos químicos,2,2019
Brasil,89.31775,99.80112339,Fabricação de produtos químicos,2,2025
Brasil,93.39775,96.24957857,Fabricação de produtos químicos,6,2019
Brasil,88.07375,94.6742066,Fabricação de produtos químicos,12,2019
Brasil,97.70711,100.0215887,Fabricação de produtos químicos,3,2012
Brasil,96.64488,100.1395738,Fabricação de produtos químicos,6,2012
Brasil,108.51553,95.52160814,Fabricação de produtos químicos,10,2019
Brasil,88.60768,99.9789081,Fabricação de produtos químicos,2,2015
Brasil,85.84096,97.61270039,Fabricação de produtos químicos,4,2025
Brasil,97.8935,98.93644557,Fabricação de produtos químicos,5,2012
Brasil,99.49502,92.48222363,Fabricação de produtos químicos,7,2019
Brasil,111.9414,99.34565038,Fabricação de produtos químicos,8,2022
Brasil,94.72121,97.39182818,Fabricação de produtos químicos,1,2019
Brasil,97.6895,94.25797386,Fabricação de produtos químicos,11,2019
Brasil,101.76772,96.37017262,Fabricação de produtos químicos,11,2022
Brasil,91.11883,94.49536237,Fabricação de produtos químicos,5,2023
Brasil,89.79707,97.16972077,Fabricação de produtos químicos,12,2018
Brasil,90.62193,95.57612994,Fabricação de produtos químicos,1,2023
Brasil,95.96341,100.2323933,Fabricação de produtos químicos,3,2015
Brasil,89.81899,98.76933618,Fabricação de produtos químicos,3,2025
Brasil,110.95991,99.64497457,Fabricação de produtos químicos,8,2018
Brasil,111.68705,103.6064458,Fabricação de produtos químicos,8,2014
Brasil,94.56112,98.39830387,Fabricação de produtos químicos,1,2015
Brasil,88.92532,96.94687738,Fabricação de produtos químicos,2,2020
Brasil,97.7653,103.0235372,Fabricação de produtos químicos,12,2014
Brasil,108.35285,99.98787332,Fabricação de produtos químicos,7,2025
Brasil,98.83923,101.8801628,Fabricação de produtos químicos,6,2014
Brasil,91.20721,98.3989022,Fabricação de produtos químicos,3,2018
Brasil,77.2358,87.84532393,Fabricação de produtos químicos,4,2020
Brasil,97.27355,92.15465921,Fabricação de produtos químicos,7,2023
Brasil,90.27588,97.89922599,Fabricação de produtos químicos,12,2024
Brasil,98.0623,98.97216942,Fabricação de produtos químicos,6,2025
Brasil,114.69766,102.1112333,Fabricação de produtos químicos,10,2012
Brasil,112.44755,102.6603945,Fabricação de produtos químicos,9,2014
Brasil,86.80199,97.61095437,Fabricação de produtos químicos,2,2018
Brasil,86.81393,97.72012154,Fabricação de produtos químicos,4,2019
Brasil,95.41156,99.69707631,Fabricação de produtos químicos,1,2012
Brasil,81.38997,86.01326525,Fabricação de produtos químicos,5,2020
Brasil,80.65257,94.08030565,Fabricação de produtos químicos,4,2023
Brasil,96.68525,98.08152368,Fabricação de produtos químicos,6,2015
Brasil,109.37185,99.16568846,Fabricação de produtos químicos,9,2022
Brasil,109.02053,101.9229462,Fabricação de produtos químicos,9,2012
Brasil,112.14945,102.0093696,Fabricação de produtos químicos,8,2012
Brasil,104.91652,94.25291375,Fabricação de produtos químicos,10,2022
Brasil,90.12488,95.57529903,Fabricação de produtos químicos,3,2023
Brasil,83.08616,93.74358936,Fabricação de produtos químicos,2,2023
Brasil,91.08979,99.31842739,Fabricação de produtos químicos,2,2012
Brasil,92.70547,92.59845632,Fabricação de produtos químicos,6,2023
Brasil,95.08167,98.77970813,Fabricação de produtos químicos,5,2015
Brasil,86.31382,87.6861662,Fabricação de produtos químicos,5,2018
Brasil,87.39802,95.57566141,Fabricação de produtos químicos,3,2019
Brasil,102.06385,97.4951573,Fabricação de produtos químicos,11,2018
Brasil,104.82009,94.03417217,Fabricação de produtos químicos,8,2019
Brasil,89.57869,95.52579688,Fabricação de produtos químicos,3,2020
Brasil,93.37053,97.5060213,Fabricação de produtos químicos,1,2025
Brasil,93.95734,96.18939371,Fabricação de produtos químicos,5,2019
Brasil,86.03941,96.56388864,Fabricação de produtos químicos,4,2018
Brasil,110.63281,97.95762438,Fabricação de produtos químicos,10,2018
Brasil,84.01108,108.1465213,Fabricação de produtos farmoquímicos e farmacêuticos,1,2015
Brasil,73.53292,94.26267141,Fabricação de produtos farmoquímicos e farmacêuticos,12,2021
Brasil,112.62822,110.6023557,Fabricação de produtos farmoquímicos e farmacêuticos,4,2016
Brasil,110.33586,101.0021441,Fabricação de produtos farmoquímicos e farmacêuticos,11,2021
Brasil,122.63805,118.6241339,Fabricação de produtos farmoquímicos e farmacêuticos,11,2014
Brasil,90.29726,106.2305088,Fabricação de produtos farmoquímicos e farmacêuticos,2,2016
Brasil,101.37285,107.7784251,Fabricação de produtos farmoquímicos e farmacêuticos,2,2023
Brasil,127.63896,116.0575727,Fabricação de produtos farmoquímicos e farmacêuticos,3,2016
Brasil,87.9888,109.2890959,Fabricação de produtos farmoquímicos e farmacêuticos,1,2023
Brasil,101.43598,116.5436387,Fabricação de produtos farmoquímicos e farmacêuticos,12,2014
Brasil,64.91064,85.9911531,Fabricação de produtos farmoquímicos e farmacêuticos,1,2022
Brasil,109.04715,127.1915436,Fabricação de produtos farmoquímicos e farmacêuticos,12,2022
Brasil,119.80965,110.434165,Fabricação de produtos farmoquímicos e farmacêuticos,9,2015
Brasil,107.6749,99.7231772,Fabricação de produtos farmoquímicos e farmacêuticos,10,2022
Brasil,97.93613,94.17446589,Fabricação de produtos farmoquímicos e farmacêuticos,5,2022
Brasil,105.30682,99.38747304,Fabricação de produtos farmoquímicos e farmacêuticos,9,2022
Brasil,100.79714,96.40030581,Fabricação de produtos farmoquímicos e farmacêuticos,6,2022
Brasil,114.02052,108.3837719,Fabricação de produtos farmoquímicos e farmacêuticos,8,2015
Brasil,111.02864,106.4342977,Fabricação de produtos farmoquímicos e farmacêuticos,5,2015
Brasil,113.63178,110.3497628,Fabricação de produtos farmoquímicos e farmacêuticos,5,2016
Brasil,109.28011,105.9224101,Fabricação de produtos farmoquímicos e farmacêuticos,7,2022
Brasil,115.63853,109.6921988,Fabricação de produtos farmoquímicos e farmacêuticos,6,2015
Brasil,110.96707,110.1080228,Fabricação de produtos farmoquímicos e farmacêuticos,7,2015
Brasil,110.52819,102.1978498,Fabricação de produtos farmoquímicos e farmacêuticos,8,2022
Brasil,91.09473,97.319165,Fabricação de produtos farmoquímicos e farmacêuticos,2,2022
Brasil,82.53855,109.9735815,Fabricação de produtos farmoquímicos e farmacêuticos,1,2016
Brasil,96.42,87.04624618,Fabricação de produtos farmoquímicos e farmacêuticos,3,2022
Brasil,119.1065,110.0664564,Fabricação de produtos farmoquímicos e farmacêuticos,10,2015
Brasil,93.94061,107.9232784,Fabricação de produtos farmoquímicos e farmacêuticos,12,2015
Brasil,88.39459,96.30608868,Fabricação de produtos farmoquímicos e farmacêuticos,2,2015
Brasil,118.67879,109.4081911,Fabricação de produtos farmoquímicos e farmacêuticos,11,2022
Brasil,113.64819,111.2057253,Fabricação de produtos farmoquímicos e farmacêuticos,11,2015
Brasil,123.53607,111.9846575,Fabricação de produtos farmoquímicos e farmacêuticos,3,2015
Brasil,88.32543,90.33377717,Fabricação de produtos farmoquímicos e farmacêuticos,4,2022
Brasil,95.07697,95.53048571,Fabricação de produtos farmoquímicos e farmacêuticos,4,2015
Brasil,95.8754,91.77987794,Fabricação de produtos farmoquímicos e farmacêuticos,6,2018
Brasil,83.10008,104.4598921,Fabricação de produtos farmoquímicos e farmacêuticos,1,2020
Brasil,93.70724,105.2584244,Fabricação de produtos farmoquímicos e farmacêuticos,2,2020
Brasil,105.45938,94.51906858,Fabricação de produtos farmoquímicos e farmacêuticos,5,2018
Brasil,109.9021,111.2332749,Fabricação de produtos farmoquímicos e farmacêuticos,4,2018
Brasil,104.25333,98.23953787,Fabricação de produtos farmoquímicos e farmacêuticos,3,2020
Brasil,118.1944,110.6905315,Fabricação de produtos farmoquímicos e farmacêuticos,3,2018
Brasil,107.85588,107.4961543,Fabricação de produtos farmoquímicos e farmacêuticos,4,2020
Brasil,97.69801,105.2846105,Fabricação de produtos farmoquímicos e farmacêuticos,2,2018
Brasil,98.51564,119.1043019,Fabricação de produtos farmoquímicos e farmacêuticos,1,2018
Brasil,111.58508,108.1230101,Fabricação de produtos farmoquímicos e farmacêuticos,5,2020
Brasil,74.67049,96.65820172,Fabricação de produtos farmoquímicos e farmacêuticos,12,2017
Brasil,114.57344,109.1591705,Fabricação de produtos farmoquímicos e farmacêuticos,6,2020
